,location,total_sqft,bath,price,bhk
8038,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
8039,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
8040,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
8042,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
8044,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
8046,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
8047,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
8048,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
8049,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
8051,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
8052,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
8053,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
8056,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
8057,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
8059,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
8061,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
8063,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
8064,Rajaji Nagar,1640.0,3.0,229.0,3
8065,Rajaji Nagar,2390.0,3.0,415.0,3
8066,Rajaji Nagar,2390.0,3.0,410.0,3
8068,Rajaji Nagar,3516.0,4.0,540.0,4
8069,Rajaji Nagar,1640.0,3.0,223.0,3
8071,Rajaji Nagar,1800.0,4.0,324.0,6
8072,Rajaji Nagar,3526.0,4.0,558.0,4
8074,Rajaji Nagar,1800.0,3.0,260.0,3
8075,Rajaji Nagar,1640.0,3.0,241.0,3
8076,Rajaji Nagar,1370.0,2.0,170.0,2
8077,Rajaji Nagar,2409.0,3.0,360.0,3
8079,Rajaji Nagar,1718.0,3.0,288.0,2
8080,Rajaji Nagar,2386.0,3.0,334.0,3
8081,Rajaji Nagar,3436.0,6.0,500.0,4
8082,Rajaji Nagar,1200.0,2.0,150.0,2
8083,Rajaji Nagar,1160.0,1.0,163.0,2
8084,Rajaji Nagar,1222.0,2.0,112.0,2
8085,Rajaji Nagar,660.0,1.0,75.0,1
8086,Rajaji Nagar,1440.0,2.0,170.0,2
8087,Rajaji Nagar,2448.0,3.0,400.0,3
8088,Rajaji Nagar,1440.0,2.0,185.0,2
8089,Rajaji Nagar,1640.0,3.0,230.0,3
8092,Rajaji Nagar,1800.0,2.0,250.0,3
8093,Rajaji Nagar,3100.0,4.0,550.0,4
8094,Rajaji Nagar,3526.0,4.0,598.0,4
8095,Rajaji Nagar,1357.0,2.0,130.0,2
8096,Rajaji Nagar,2300.0,3.0,369.0,3
8097,Rajaji Nagar,1640.0,3.0,220.0,3
8098,Rajaji Nagar,2500.0,3.0,350.0,3
8101,Rajaji Nagar,2559.0,3.0,403.0,3
8102,Rajaji Nagar,1763.0,3.0,262.0,2
8107,Rajaji Nagar,1800.0,3.0,240.0,3
8108,Rajaji Nagar,2533.0,3.0,425.0,3
8109,Rajaji Nagar,1268.0,2.0,127.0,2
8110,Rajaji Nagar,2450.0,3.0,330.0,3
8111,Rajaji Nagar,1640.0,3.0,262.0,3
8112,Rajaji Nagar,1200.0,1.0,200.0,2
8113,Rajaji Nagar,2367.0,3.0,375.0,3
8114,Rajaji Nagar,2440.0,2.0,415.0,4
8115,Rajaji Nagar,1640.0,3.0,251.0,3
8117,Rajaji Nagar,1640.0,3.0,268.0,3
8118,Rajaji Nagar,2367.0,4.0,340.0,3
8121,Rajaji Nagar,1350.0,4.0,230.0,4
8124,Rajaji Nagar,2400.0,5.0,408.0,5
8125,Rajaji Nagar,2500.0,3.0,340.0,3
8126,Rajaji Nagar,2390.0,3.0,372.0,3
8127,Rajaji Nagar,2415.0,3.0,399.0,3
8128,Rajaji Nagar,1718.0,3.0,275.0,2
8129,Rajaji Nagar,1763.0,3.0,240.0,2
8130,Rajaji Nagar,2367.0,3.0,320.0,3
8131,Rajaji Nagar,2409.0,3.0,395.0,3
8132,Rajaji Nagar,1314.0,2.0,225.0,2
8133,Rajaji Nagar,1440.0,2.0,165.0,2
8134,Rajaji Nagar,1640.0,3.0,245.0,3
8135,Rajiv Nagar,1690.0,3.0,125.0,3
8136,Rajiv Nagar,1263.0,2.0,93.32,2
8137,Rajiv Nagar,2340.0,4.0,148.0,4
8138,Rajiv Nagar,2340.0,5.0,129.0,4
8139,Rajiv Nagar,1330.0,2.0,93.0,2
8141,Rajiv Nagar,1309.0,2.0,80.0,2
8142,Rajiv Nagar,2340.0,4.0,145.0,4
8143,Rajiv Nagar,2330.0,5.0,175.0,4
8144,Rajiv Nagar,2340.0,5.0,160.0,4
8145,Ramagondanahalli,1151.0,2.0,48.77,2
8146,Ramagondanahalli,1251.0,2.0,47.0,2
8147,Ramagondanahalli,1235.0,2.0,52.04,2
8148,Ramagondanahalli,1610.0,2.0,111.0,3
8149,Ramagondanahalli,540.0,1.0,30.0,1
8151,Ramagondanahalli,1235.0,2.0,46.8,2
8152,Ramagondanahalli,1215.0,2.0,51.26,2
8153,Ramagondanahalli,2257.0,4.0,157.0,3
8154,Ramagondanahalli,1251.0,2.0,47.4,2
8155,Ramagondanahalli,1610.0,2.0,115.0,3
8156,Ramagondanahalli,920.0,2.0,65.0,2
8157,Ramagondanahalli,1215.0,2.0,45.5,2
8159,Ramagondanahalli,1253.0,2.0,52.66,2
8160,Ramagondanahalli,1295.0,2.0,95.0,2
8161,Ramagondanahalli,1151.0,2.0,50.5,2
8162,Ramagondanahalli,1235.0,2.0,49.3,2
8163,Ramagondanahalli,2257.0,3.0,159.0,3
8166,Ramagondanahalli,1910.0,3.0,142.0,3
8167,Ramagondanahalli,1215.0,2.0,46.1,2
8169,Ramagondanahalli,1251.0,2.0,50.0,2
8171,Ramagondanahalli,1151.0,2.0,43.6,2
8173,Ramagondanahalli,1251.0,2.0,53.0,2
8174,Ramagondanahalli,845.0,2.0,45.82,2
8175,Ramagondanahalli,1910.0,3.0,150.0,3
8177,Ramagondanahalli,2040.0,3.0,114.0,3
8179,Ramagondanahalli,1251.0,2.0,46.0,2
8181,Ramagondanahalli,1151.0,2.0,46.0,2
8182,Ramagondanahalli,1610.0,2.0,112.0,3
8184,Ramagondanahalli,1200.0,3.0,56.1,3
8185,Ramagondanahalli,2787.0,5.0,220.0,4
8187,Ramagondanahalli,1125.0,2.0,75.0,2
8188,Ramagondanahalli,1151.0,2.0,42.5,2
8189,Ramagondanahalli,2257.0,3.0,155.0,3
8190,Ramagondanahalli,1500.0,3.0,100.0,3
8192,Ramagondanahalli,1910.0,3.0,131.0,3
8193,Ramamurthy Nagar,3700.0,4.0,225.0,4
8194,Ramamurthy Nagar,3500.0,5.0,150.0,5
8195,Ramamurthy Nagar,1050.0,2.0,37.0,2
8196,Ramamurthy Nagar,1040.0,2.0,50.0,2
8198,Ramamurthy Nagar,1200.0,3.0,72.0,2
8199,Ramamurthy Nagar,360.0,1.0,26.0,1
8200,Ramamurthy Nagar,950.0,2.0,50.79,2
8201,Ramamurthy Nagar,1200.0,2.0,66.0,3
8202,Ramamurthy Nagar,1525.0,3.0,100.0,3
8203,Ramamurthy Nagar,1200.0,2.0,80.0,2
8204,Ramamurthy Nagar,1200.0,2.0,42.0,2
8206,Ramamurthy Nagar,1100.0,2.0,68.0,2
8207,Ramamurthy Nagar,1185.0,2.0,45.5,2
8208,Ramamurthy Nagar,1170.0,2.0,46.8,2
8209,Ramamurthy Nagar,1150.0,2.0,51.0,2
8210,Ramamurthy Nagar,1200.0,2.0,48.0,2
8212,Ramamurthy Nagar,600.0,3.0,45.0,2
8213,Ramamurthy Nagar,1110.0,2.0,65.0,2
8215,Ramamurthy Nagar,1200.0,2.0,78.0,2
8217,Ramamurthy Nagar,600.0,1.0,43.0,1
8218,Ramamurthy Nagar,1006.0,2.0,57.0,2
8219,Ramamurthy Nagar,1200.0,2.0,76.0,2
8222,Ramamurthy Nagar,700.0,2.0,33.0,2
8223,Ramamurthy Nagar,1125.0,2.0,47.0,2
8224,Ramamurthy Nagar,1000.0,2.0,62.0,2
8225,Ramamurthy Nagar,1334.0,2.0,67.0,2
8226,Ramamurthy Nagar,1200.0,2.0,46.0,2
8227,Ramamurthy Nagar,1200.0,2.0,57.9,2
8229,Ramamurthy Nagar,1360.0,2.0,45.0,2
8230,Ramamurthy Nagar,1170.0,2.0,44.0,2
8231,Ramamurthy Nagar,2200.0,4.0,130.0,4
8232,Ramamurthy Nagar,1050.0,2.0,51.66,2
8233,Ramamurthy Nagar,2916.0,5.0,230.0,4
8234,Ramamurthy Nagar,2316.0,3.0,125.0,3
8235,Ramamurthy Nagar,1101.0,2.0,50.0,2
8236,Ramamurthy Nagar,1150.0,2.0,40.0,2
8238,Ramamurthy Nagar,1050.0,2.0,37.8,2
8239,Ramamurthy Nagar,935.0,2.0,39.0,2
8240,Ramamurthy Nagar,1200.0,2.0,68.0,2
8241,Ramamurthy Nagar,540.0,1.0,35.0,1
8242,Ramamurthy Nagar,960.0,2.0,35.0,2
8243,Rayasandra,1314.0,2.0,63.0,3
8244,Rayasandra,1065.0,2.0,44.95,2
8245,Rayasandra,1708.0,3.0,75.0,3
8246,Rayasandra,1199.0,2.0,48.5,3
8247,Rayasandra,1577.0,3.0,67.0,3
8248,Rayasandra,1253.0,2.0,57.0,2
8249,Rayasandra,583.0,1.0,26.9,1
8250,Rayasandra,1198.0,2.0,54.0,2
8251,Rayasandra,1555.0,3.0,75.17,3
8252,Rayasandra,1458.0,3.0,60.0,3
8253,Rayasandra,1179.0,2.0,55.0,3
8254,Rayasandra,1601.0,3.0,70.0,3
8255,Rayasandra,1708.0,3.0,76.0,4
8256,Rayasandra,470.0,1.0,21.0,1
8257,Rayasandra,3600.0,5.0,145.0,5
8258,Rayasandra,1357.0,2.0,59.0,3
8260,Sahakara Nagar,1500.0,2.0,95.0,3
8261,Sahakara Nagar,1100.0,2.0,56.0,2
8262,Sahakara Nagar,1219.0,2.0,48.0,2
8263,Sahakara Nagar,1100.0,2.0,75.0,3
8264,Sahakara Nagar,1655.0,3.0,115.0,3
8265,Sahakara Nagar,1150.0,2.0,54.0,2
8266,Sahakara Nagar,1270.0,2.0,69.85,2
8267,Sahakara Nagar,960.0,2.0,56.0,2
8268,Sahakara Nagar,1048.0,2.0,50.0,2
8269,Sahakara Nagar,1160.0,2.0,55.0,2
8270,Sahakara Nagar,1200.0,2.0,75.0,3
8271,Sahakara Nagar,2500.0,4.0,200.0,4
8272,Sahakara Nagar,1914.0,3.0,179.0,3
8273,Sahakara Nagar,1500.0,3.0,125.0,3
8274,Sahakara Nagar,1100.0,2.0,55.0,2
8275,Sahakara Nagar,1914.0,3.0,149.0,3
8276,Sahakara Nagar,1000.0,2.0,60.0,2
8278,Sahakara Nagar,1175.0,2.0,49.0,2
8279,Sahakara Nagar,1370.0,2.0,90.0,3
8282,Sahakara Nagar,1180.0,2.0,72.0,2
8283,Sahakara Nagar,1200.0,2.0,60.0,2
8284,Sahakara Nagar,1032.0,2.0,45.0,2
8285,Sahakara Nagar,1200.0,2.0,46.0,2
8286,Sahakara Nagar,1270.0,2.0,96.0,2
8287,Sahakara Nagar,1201.0,2.0,80.0,2
8288,Sahakara Nagar,1200.0,2.0,54.0,2
8289,Sahakara Nagar,1291.0,2.0,72.3,2
8290,Sanjay Nagar,1000.0,2.0,70.0,2
8291,Sanjay Nagar,1100.0,2.0,98.0,2
8292,Sanjay Nagar,1150.0,2.0,72.2,2
8293,Sanjay Nagar,1800.0,3.0,180.0,3
8294,Sanjay Nagar,630.0,1.0,35.0,2
8295,Sanjay Nagar,3300.0,3.0,250.0,5
8296,Sanjay Nagar,1900.0,2.0,180.0,3
8297,Sanjay Nagar,1575.0,2.0,90.0,2
8300,Sanjay Nagar,960.0,2.0,55.0,2
8301,Sanjay Nagar,1050.0,2.0,59.0,2
8302,Sanjay Nagar,1150.0,2.0,70.0,2
8303,Sanjay Nagar,1500.0,3.0,150.0,3
8304,Sanjay Nagar,1180.0,2.0,80.0,2
8305,Sarakki Nagar,2121.0,4.0,253.0,3
8306,Sarakki Nagar,2289.0,3.0,260.0,3
8307,Sarakki Nagar,2500.0,4.0,325.0,3
8308,Sarakki Nagar,2145.0,4.0,270.0,3
8309,Sarakki Nagar,1200.0,3.0,128.0,3
8310,Sarakki Nagar,2663.0,4.0,338.0,3
8311,Sarakki Nagar,1840.0,4.0,175.0,3
8315,Sarjapur,2250.0,3.0,148.0,3
8316,Sarjapur,1600.0,3.0,75.0,3
8317,Sarjapur,1242.5,2.0,43.49,2
8318,Sarjapur,913.0,2.0,32.0,2
8319,Sarjapur,1128.0,2.0,60.0,2
8320,Sarjapur,1185.0,2.0,47.0,2
8321,Sarjapur,900.0,2.0,42.0,3
8322,Sarjapur,649.5,1.0,17.535,1
8323,Sarjapur,1020.0,2.0,35.0,2
8324,Sarjapur,1195.0,2.0,42.0,2
8325,Sarjapur,1240.0,2.0,44.0,2
8327,Sarjapur,950.0,2.0,32.5,2
8328,Sarjapur,1285.0,2.0,68.0,3
8330,Sarjapur,925.0,2.0,25.0,2
8331,Sarjapur,3190.0,3.0,160.0,4
8332,Sarjapur,1215.0,2.0,40.0,2
8334,Sarjapur,1200.0,3.0,78.0,3
8335,Sarjapur,1000.0,2.0,30.0,2
8336,Sarjapur,1157.0,2.0,40.0,2
8337,Sarjapur,2238.0,3.0,140.0,3
8338,Sarjapur,2020.0,3.0,85.0,3
8339,Sarjapur,2885.0,3.0,185.0,4
8341,Sarjapur,1240.0,2.0,44.3,2
8342,Sarjapur,625.0,1.0,19.0,1
8343,Sarjapur,2585.5,4.0,139.5,4
8344,Sarjapur,940.0,2.0,25.38,2
8345,Sarjapur,2100.0,3.0,125.0,4
8346,Sarjapur,913.0,2.0,36.0,2
8347,Sarjapur,1404.0,2.0,53.35,3
8348,Sarjapur,1830.0,3.0,88.0,3
8349,Sarjapur,1364.0,2.0,56.0,3
8350,Sarjapur,1124.0,2.0,30.35,2
8351,Sarjapur,1044.0,2.0,32.0,2
8352,Sarjapur,650.0,1.0,19.87,1
8353,Sarjapur,1175.0,2.0,42.0,2
8354,Sarjapur,1240.0,2.0,43.1,2
8356,Sarjapur,1032.0,2.0,42.0,2
8357,Sarjapur,1044.0,2.0,34.0,2
8358,Sarjapur,1200.0,3.0,76.13,3
8359,Sarjapur,1200.0,2.0,62.0,2
8360,Sarjapur,900.0,2.0,27.98,2
8362,Sarjapur,1205.0,2.0,29.0,2
8363,Sarjapur,850.0,2.0,32.0,2
8364,Sarjapur,1175.0,2.0,41.68,2
8366,Sarjapur,920.0,2.0,33.0,2
8368,Sarjapur,1150.0,2.0,41.0,2
8369,Sarjapur,1200.0,2.0,42.6,2
8370,Sarjapur,1333.0,3.0,50.0,3
8371,Sarjapur,1044.0,2.0,36.0,2
8372,Sarjapur,950.0,2.0,35.0,2
8374,Sarjapur,2172.0,3.0,100.0,3
8375,Sarjapur,633.0,1.0,17.09,1
8376,Sarjapur,1500.0,5.0,95.0,3
8377,Sarjapur,1451.0,2.0,87.0,2
8378,Sarjapur,2400.0,3.0,140.0,4
8379,Sarjapur,1525.0,2.0,68.0,3
8380,Sarjapur,1095.0,2.0,45.0,2
8381,Sarjapur,1425.0,3.0,57.0,3
8382,Sarjapur  Road,2497.0,3.0,140.0,3
8383,Sarjapur  Road,1787.0,3.0,98.29,3
8384,Sarjapur  Road,1787.0,3.0,125.0,3
8388,Sarjapur  Road,1000.0,2.0,67.0,2
8389,Sarjapur  Road,1346.0,2.0,74.03,2
8390,Sarjapur  Road,1195.0,2.0,70.0,2
8391,Sarjapur  Road,1550.0,3.0,100.0,3
8392,Sarjapur  Road,2100.0,3.0,125.0,3
8394,Sarjapur  Road,1691.0,3.0,113.0,3
8395,Sarjapur  Road,1278.0,2.0,95.0,2
8396,Sarjapur  Road,2238.0,3.0,140.0,3
8397,Sarjapur  Road,1800.0,3.0,110.0,3
8400,Sarjapur  Road,1984.0,4.0,146.0,3
8402,Sarjapur  Road,1128.0,2.0,59.0,2
8404,Sarjapur  Road,1700.0,3.0,110.0,3
8405,Sarjapur  Road,1157.0,2.0,75.0,3
8406,Sarjapur  Road,1282.0,2.0,72.0,2
8407,Sarjapur  Road,4111.0,4.0,310.0,4
8408,Sarjapur  Road,3430.0,6.0,228.5,4
8409,Sarjapur  Road,3900.0,4.0,300.0,4
8412,Sarjapur  Road,1050.0,2.0,62.0,2
8413,Sarjapur  Road,1700.0,3.0,135.0,3
8414,Sarjapur  Road,1691.0,3.0,119.0,3
8415,Sarjapur  Road,1846.0,3.0,140.0,3
8416,Sarjapur  Road,1200.0,3.0,95.0,3
8419,Sarjapur  Road,1819.0,3.0,100.0,3
8420,Sarjapur  Road,1845.0,4.0,110.0,3
8421,Sarjapur  Road,1233.0,2.0,77.65,2
8425,Sarjapur  Road,3750.0,6.0,290.0,4
8427,Sarjapur  Road,1680.0,3.0,112.0,3
8428,Sarjapur  Road,1255.0,2.0,92.0,2
8430,Sarjapur  Road,1311.0,2.0,78.0,2
8433,Sarjapur  Road,1145.0,2.0,75.0,2
8434,Sarjapur  Road,1300.0,2.0,70.0,3
8437,Sarjapur  Road,2180.0,3.0,170.0,3
8440,Sarjapur  Road,1750.0,3.0,110.0,3
8443,Sarjapur  Road,1200.0,3.0,70.0,3
8444,Sarjapur  Road,2600.0,3.0,200.0,3
8446,Sarjapur  Road,685.0,1.0,40.0,1
8448,Sarjapur  Road,2720.0,5.0,210.0,3
8449,Sarjapur  Road,1241.0,2.0,82.0,2
8452,Sarjapur  Road,3785.0,6.0,280.0,4
8453,Sarjapur  Road,835.0,1.0,46.95,1
8454,Sarjapur  Road,1280.0,2.0,76.0,2
8457,Sarjapur  Road,1263.0,2.0,78.0,2
8458,Sarjapur  Road,1691.0,3.0,98.0,3
8460,Sarjapur  Road,1308.0,2.0,83.0,2
8461,Sarjapur  Road,1592.0,3.0,91.0,3
8463,Sarjapur  Road,1150.0,2.0,77.0,2
8464,Sarjapur  Road,1965.0,3.0,120.0,3
8465,Sarjapur  Road,2275.0,4.0,180.0,3
8467,Sarjapur  Road,1418.0,2.0,78.0,2
8468,Sarjapur  Road,1200.0,2.0,93.0,2
8471,Sarjapur  Road,1115.0,2.0,60.0,2
8472,Sarjapur  Road,1525.0,2.0,87.0,3
8473,Sarjapur  Road,1346.0,2.0,71.32,2
8474,Sarjapur  Road,3905.0,7.0,290.0,5
8476,Sarjapur  Road,715.0,1.0,29.0,1
8477,Sarjapur  Road,1230.0,2.0,94.5,2
8478,Sarjapur  Road,1750.0,3.0,99.0,3
8479,Sarjapur  Road,1145.0,2.0,62.0,2
8480,Sarjapur  Road,1500.0,3.0,88.0,3
8482,Sarjapur  Road,1846.0,3.0,145.0,3
8483,Sarjapur  Road,1067.0,2.0,60.0,2
8485,Sarjapur  Road,1700.0,3.0,95.0,3
8486,Sarjapur  Road,1230.0,2.0,65.0,2
8488,Sarjapur  Road,3785.0,5.0,280.0,4
8489,Sarjapur  Road,2556.0,3.0,169.0,3
8490,Sarjapur  Road,1278.0,2.0,90.0,2
8492,Sarjapur  Road,1305.0,2.0,99.0,2
8493,Sarjapur  Road,1755.0,3.0,122.0,3
8495,Sarjapur  Road,1700.0,3.0,93.5,3
8497,Sarjapur  Road,1060.0,2.0,55.0,2
8498,Sarjapur  Road,1455.0,2.0,98.0,3
8499,Sarjapur  Road,1850.0,3.0,140.0,3
8500,Sarjapur  Road,950.0,1.0,39.9,1
8501,Sarjapur  Road,1826.0,3.0,130.0,3
8504,Sarjapur  Road,1660.0,2.0,116.0,3
8505,Sarjapur  Road,1700.0,3.0,108.0,3
8506,Sarjapur  Road,1539.0,3.0,85.0,3
8507,Sarjapur  Road,1489.0,2.0,82.0,3
8509,Sarjapur  Road,1200.0,2.0,75.0,2
8513,Sarjapur  Road,3044.0,3.0,183.0,3
8516,Sarjapur  Road,1877.0,4.0,150.0,3
8518,Sarjapur  Road,1229.0,2.0,70.0,2
8519,Sarjapur  Road,1342.0,2.0,70.0,2
8520,Sarjapur  Road,1711.0,3.0,110.0,3
8524,Sarjapur  Road,1050.0,2.0,63.5,2
8525,Sarjapur  Road,1350.0,2.0,102.0,2
8526,Sarjapur  Road,2990.0,4.0,240.0,4
8528,Sarjapur  Road,1457.0,3.0,85.0,3
8529,Sarjapur  Road,1685.0,3.0,135.0,3
8535,Sarjapur  Road,984.0,2.0,55.0,2
8539,Sarjapur  Road,1320.0,2.0,100.0,2
8540,Sarjapur  Road,1984.0,4.0,145.0,3
8543,Sarjapur  Road,1550.0,2.0,89.0,3
8544,Sarjapur  Road,2425.0,5.0,201.0,4
8546,Sarjapur  Road,2070.0,4.0,160.0,3
8548,Sarjapur  Road,1435.0,3.0,90.0,3
8550,Sarjapur  Road,1262.0,2.0,67.0,2
8551,Sarjapur  Road,1693.0,3.0,125.0,3
8552,Sarjapur  Road,1826.0,3.0,125.0,3
8553,Sarjapur  Road,1660.0,3.0,116.0,3
8555,Sarjapur  Road,1830.0,3.0,119.0,3
8559,Sarjapur  Road,2900.0,4.0,240.0,4
8560,Sarjapur  Road,1059.0,2.0,68.0,2
8562,Sarjapur  Road,1157.0,2.0,74.0,3
8563,Sarjapur  Road,1700.0,3.0,118.0,3
8564,Sarjapur  Road,1691.0,3.0,120.0,3
8566,Sarjapur  Road,1308.0,2.0,75.0,2
8567,Sarjapur  Road,1580.0,3.0,125.0,3
8569,Sarjapur  Road,1763.25,3.0,98.0,3
8571,Sarjapur  Road,1550.0,2.0,98.0,3
8575,Sarjapur  Road,984.0,2.0,59.0,2
8576,Sarjapur  Road,1489.0,3.0,88.0,3
8577,Sarjapur  Road,702.0,1.0,52.0,1
8578,Sarjapur  Road,1242.0,2.0,75.0,2
8579,Sarjapur  Road,2275.0,4.0,185.0,3
8580,Sarjapur  Road,2100.0,3.0,135.0,3
8582,Sarjapur  Road,1862.0,4.0,110.0,3
8583,Sarjapur  Road,2275.0,4.0,175.0,3
8584,Sarjapur  Road,1787.0,3.0,116.0,3
8585,Sarjapur  Road,1691.0,3.0,93.01,3
8586,Sarjapur  Road,1028.0,2.0,56.0,2
8588,Sarjapur  Road,1181.0,2.0,65.0,3
8589,Sarjapur  Road,1691.0,3.0,100.0,3
8590,Sarjapur  Road,1026.0,2.0,60.55,2
8591,Sarjapur  Road,1350.0,2.0,85.0,2
8592,Sarjapur  Road,1157.0,2.0,72.0,3
8593,Sarjapur  Road,1019.0,2.0,62.0,2
8594,Sarjapur  Road,3418.0,3.0,235.0,4
8595,Sarjapur  Road,691.0,1.0,31.1,1
8599,Sarjapur  Road,1881.0,3.0,145.0,3
8600,Sarjapur  Road,2275.0,4.0,182.0,3
8605,Sarjapur  Road,2880.0,3.0,211.0,4
8607,Sarjapur  Road,675.0,1.0,27.0,1
8610,Sarjapur  Road,1335.0,2.0,95.0,2
8612,Sarjapur  Road,1680.0,3.0,126.0,3
8613,Sarjapur  Road,1222.0,2.0,68.0,3
8614,Sarjapur  Road,3420.0,4.0,225.0,4
8615,Sarjapur  Road,1510.0,2.0,110.0,3
8616,Sarjapur  Road,1242.0,2.0,78.0,2
8618,Sarjapur  Road,1129.0,2.0,69.0,2
8621,Sarjapur  Road,1879.0,3.0,155.0,3
8623,Sarjapur  Road,2425.0,5.0,175.0,4
8624,Sarjapur  Road,1323.0,2.0,74.0,2
8625,Sarjapur  Road,2289.0,3.0,178.0,3
8628,Sarjapur  Road,2100.0,3.0,130.0,3
8629,Sarjapur  Road,702.0,1.0,35.8,1
8631,Sarjapur  Road,1800.0,3.0,128.0,3
8632,Sarjapur  Road,2275.0,4.0,187.0,3
8634,Sarjapur  Road,1026.0,2.0,60.8,2
8636,Sarjapur  Road,1216.0,2.0,70.0,2
8637,Sarjapur  Road,1112.0,2.0,62.0,2
8639,Sarjapur  Road,1157.0,2.0,69.0,3
8643,Sarjapur  Road,1600.0,3.0,120.0,3
8646,Sarjapur  Road,475.0,1.0,26.0,1
8652,Sarjapur  Road,1346.0,2.0,69.61,2
8653,Sarjapur  Road,2089.0,3.0,148.0,3
8654,Sarjapur  Road,1612.0,3.0,98.38,3
8655,Sarjapur  Road,1290.0,2.0,88.0,2
8656,Sarjapur  Road,1371.0,2.0,86.0,2
8657,Sarjapur  Road,2140.0,3.0,139.0,3
8658,Sarjapur  Road,1044.0,2.0,55.0,2
8660,Sarjapur  Road,2180.0,4.0,180.0,3
8662,Sarjapur  Road,2206.0,4.0,180.0,3
8663,Sarjapur  Road,1309.0,2.0,69.5,2
8665,Sarjapur  Road,1367.0,2.0,80.0,2
8668,Sarjapur  Road,1984.0,4.0,148.0,3
8672,Sarjapur  Road,1112.0,2.0,58.0,2
8673,Sarjapur  Road,1340.0,2.0,75.0,2
8674,Sarjapur  Road,3500.0,3.0,275.0,3
8676,Sarjapur  Road,1132.0,2.0,70.0,2
8678,Sarjapur  Road,2425.0,5.0,195.0,4
8679,Sarjapura   Attibele Road,1330.0,2.0,48.0,3
8680,Sarjapura   Attibele Road,1329.0,2.0,45.95,3
8681,Sarjapura   Attibele Road,829.0,2.0,22.8,2
8682,Sarjapura   Attibele Road,2400.0,3.0,85.0,3
8683,Sarjapura   Attibele Road,1033.0,2.0,28.41,2
8684,Sarjapura   Attibele Road,1676.0,3.0,52.0,3
8685,Sarjapura   Attibele Road,1800.0,3.0,90.0,3
8686,Sarjapura   Attibele Road,1308.0,2.0,37.0,2
8687,Sarjapura   Attibele Road,1073.0,2.0,31.77,2
8688,Sarjapura   Attibele Road,1330.0,2.0,49.0,3
8689,Sarjapura   Attibele Road,1090.0,2.0,37.0,2
8690,Sarjapura   Attibele Road,1126.0,2.0,36.0,2
8691,Sarjapura   Attibele Road,740.0,1.0,23.65,1
8692,Sarjapura   Attibele Road,1555.0,3.0,52.0,3
8693,Sector 2 Hsr Layout,1296.0,2.0,75.0,2
8694,Sector 2 Hsr Layout,794.0,1.0,60.0,1
8695,Sector 2 Hsr Layout,1143.0,2.0,65.0,2
8696,Sector 2 Hsr Layout,1665.0,3.0,110.0,3
8698,Sector 2 Hsr Layout,1332.0,2.0,101.0,2
8700,Sector 2 Hsr Layout,1095.0,2.0,85.41,2
8701,Sector 2 Hsr Layout,1231.0,2.0,66.0,2
8702,Sector 7 Hsr Layout,3000.0,5.0,275.0,4
8703,Sector 7 Hsr Layout,1163.0,2.0,98.86,2
8704,Sector 7 Hsr Layout,1760.0,3.0,145.0,3
8705,Sector 7 Hsr Layout,3900.0,3.0,300.0,3
8707,Sector 7 Hsr Layout,1342.0,2.0,115.0,2
8708,Sector 7 Hsr Layout,1760.0,3.0,160.0,3
8709,Sector 7 Hsr Layout,1760.0,3.0,142.0,3
8710,Sector 7 Hsr Layout,2400.0,2.0,195.0,3
8711,Sector 7 Hsr Layout,1760.0,3.0,185.0,3
8712,Sector 7 Hsr Layout,1162.0,2.0,98.77,2
8713,Seegehalli,901.0,2.0,35.14,2
8715,Seegehalli,800.0,1.0,50.0,2
8717,Seegehalli,1118.0,2.0,37.5,2
8718,Seegehalli,1200.0,2.0,62.0,3
8719,Seegehalli,1155.0,2.0,72.0,2
8720,Seegehalli,1830.0,4.0,82.0,3
8721,Seegehalli,4000.0,3.0,235.0,3
8724,Seegehalli,1096.0,2.0,41.0,2
8726,Seegehalli,920.0,2.0,27.0,2
8727,Seegehalli,1553.0,3.0,68.0,3
8728,Seegehalli,1639.0,3.0,120.0,3
8729,Seegehalli,3000.0,4.0,235.0,3
8730,Seegehalli,1134.0,2.0,45.0,2
8731,Seegehalli,1683.0,3.0,80.0,3
8732,Seegehalli,1176.0,2.0,50.0,2
8733,Seegehalli,3000.0,4.0,240.0,3
8734,Shampura,2650.0,4.0,150.0,4
8735,Shampura,1200.0,2.0,53.0,2
